id	text	misogynous	misogyny_category	target
934	@movingfasternow @HadleyFreeman We needed a counter -balance for the rape apologists now? These hysterical women are… https://t.co/kjq4E1OuPz	1	stereotype	passive
935	@BoardGameBrawl These people are hysterical. It's like a commercial for why men should never marry. These women are totally nuts.	1	stereotype	active
936	@PolitixUk Pernicious insulting myths: women as hysterical snowflakes who think everything is harassment; men as un… https://t.co/oumEB6jCkc	1	stereotype	passive
937	chuckwoolery: Lipstick on a PIG. The Democrat Women on out numbered. If it weren't so weaselly it would be hysterical. Trying to defend DNC…	1	discredit	passive
938	I'm sorry but c'mon if women were as hysterical as men we'd have them all in interment camps until we figured this shit out.	1	stereotype	passive
939	Via Daniella Peled 'hysterical' Jews and 'frenzied' women https://t.co/uGgFiMioSI	1	discredit	passive
940	@jbouie This is a corollary of women being “hysterical” “sensitive” “bitches” when they disagree with men.	1	dominance	passive
941	I wish my emotions would feel like emotions instead of screaming and hysterical crying women trying to claw their way out of my torso	1	stereotype	passive
942	Has it been a year since Trump turned the left into a bunch of hysterical women 😆 bloody hell time flies #MAGA	1	stereotype	passive
943	@rosemcgowan Everyone knows women are too dramatic and hysterical. https://t.co/57Ecd8LyVh	1	stereotype	passive
944	cringemuch .When women get panicked&start getting hysterical when having a standard delivery. Everyone knows save energy,focus&push.	1	stereotype	passive
945	@TheCaterjillar @Bohobookgrl @democracynow @TaranaBurke Hysterical screaming is what woman should try not to do - -cl… https://t.co/WjkRkhBGnt	1	stereotype	passive
946	@UPI @adamczyk_ed @JacindaArdernNZ much confirms that she is a hysterical Liberal wacko. Any woman who forces pothe… https://t.co/lDt3rToqlg	1	stereotype	passive
947	@LilyEvans_30 - further away and didn't see what was wrapped in the bundle that the hysterical woman cradled. 'But I'm not going to -	1	stereotype	active
948	@angelathompson5 Oh my god - a hysterical woman with a loaded gun!!! 😂 #thelastpost	1	stereotype	active
949	@RubinReport And some hysterical Dem woman actually tried to defend the ad on @TuckerCarlson. Dem desperation. Fac… https://t.co/NSjeQg230G	1	stereotype	active
950	@joeovies @lebrownlow Someone tell the hysterical woman that the last time Cam was without Benjamin he won league MVP.	1	stereotype	active
951	To the woman in a car, honking at me for two blocks on Bank: you looked hysterical and idiotic, and I was getting a nice workout. So there.	1	stereotype	active
952	@MsBlaireWhite Just watched the video, I thought Candace’s behaviour was shocking. The woman is hysterical, you did well Blaire.	1	stereotype	active
953	ok this is not for kids but OMG this woman is hysterical, !!! I think these things sometimes !!!! but she by god... https://t.co/hh3Vb5bJhJ	1	stereotype	passive
954	Yes exactly. Works both ways. The amount of times I’ve been groped by some hysterical straight girl on a night out… https://t.co/yzR7cPC2xW	1	sexual_harassment	passive
955	Grace is literally the most boujee girl on the planet and it's hysterical	1	discredit	active
956	@realDonaldTrump the 12 -year -old hysterical girl look isn't good on a President, ... https://t.co/nn1MNgWr8c	1	stereotype	active
957	@PhotoGear_News @danielpetersdop @Maria_Sergejeva @lokcheung Three I think. With that hysterical Girl aka Model. I… https://t.co/UzW6cliMGO	1	stereotype	active
961	My grandpa once told me 'The only bitch that matters is my DOG' and I've stood by that my whole life. #BitchesAreDogs #DogBitch #Ihatewome	1	discredit	passive
962	Wow they tried to give me a FEMALE DOCTOR TODAY. I didn't even know those EXISTEd...	1	dominance	passive
964	Women are children. They require men in their lives to set boundaries and teach them lessons.@	1	dominance	passive
965	Women want everything to be 50/50 but then they make 100% of the Ghostbusters FEMALE. wtf!!!	1	derailing	passive
966	Maybe if women want to stop being seen as inferior to men they should stop acting inferior to us!^	1	dominance	passive
968	If feminazis put the same effort into working as they did bitching about patriarchy then maybe they would actually deserve equal pay.	1	dominance	passive
969	Today we found out my wife was pregnant with a girl. Like a normal bitch she can't do anything right	1	dominance	active
972	IF WOMEN BLEED SO MUCH ONCE A MONTH HOW DO THEY STAY ALIVE? BECAUSE THEY'RE #DEMONS #WOMENAREDEMONS #BITCHBLOOD!!	1	discredit	passive
973	Feminists become radicalized when they refuse to submit to their urges to be subservient to men. It's science...	1	dominance	passive
976	Last I checked men HAVE THE PENIS and women DON'T. I Won't say it again but THE DICK IS ALL THAT MATTERS #MensRights!	1	dominance	passive
977	Yeah, here I am again. Anyone else see at least 5-10 women today? Can't believe they were ALLOWED outside. Who do I complain to????	1	dominance	passive
978	If rape is real why aren't more people reporting it? Just another feminist lie.;	1	derailing	passive
980	Ever try to make a girl play video games? they are terrible. these are the skills they will need for the future. we're fucked.@	1	stereotype	passive
981	Anhyone else hate the way women smell? I think it's because they're BITCHES!!!!!! Fuck you bitch!!!?!	1	discredit	passive
983	Cant believe they hired a WOMAN and NOT ME!!!! I guess McDOnalds #hatesmen? #mickyDhasnoD #fuckyouRonald..	1	derailing	passive
984	Rape Culture is just another millenial myth made by bloggers and Instagram sluts.;;	1	derailing	passive
987	Im so glad I make more money because I'm an a man! Can't wait for more women to get LESS and do MORE! #keepWomenDown#	1	dominance	passive
988	The only woman I respect is MY MOM and that's why we still live together. No one does laundry like her #laundryqueen #ilovemymom #fuckwome/	1	stereotype	passive
992	This bitch out here settin up dick appointments and your lame ass can't even get a text back https://t.co/a42yzUSTCY	1	discredit	active
993	The LAST thing I want to do is support WOMENS RIGHTS, it's EXCLUDING ALL THE MEN. WHAT HAPPENED TO MENS RIGHTS?!	1	dominance	passive
994	I swear to god if one more bitch tells me not to call her bitch I'm going to slap the shit out of that bitch #fuckbitches #bitchesstink;;	1	sexual_harassment	passive
996	If you havent hired a man over a woman in the workplace due to SMARTNESS I don't want to even KNOW you. Men are SMARTER it's a FACT. #menS;;	1	dominance	passive
997	#HalloweenCostumeIdeas Kim Kardashian's vagina... In other words, ground beef.	1	stereotype	active
998	#WeAlmostDatedBut FRIEND ZONED #WomenSuckk	1	discredit	passive
999	@_JuicyGina you've turned into such trash #WomenSuck	1	discredit	active
1000	@aboyseth mermaids are women. Therefore they suck and have to be sacrificed #WomenSuck	1	dominance	passive
1001	@AndyBenjes6 don't waist your time. Girls are all selfish bitches #WomenSuck	1	discredit	passive
1002	@Asholeee_  come on woman do your job right #WomenSuck	1	dominance	active
1003	@aworkinglibrary @femfreq thiers none because not all men rape	1	derailing	active
1004	@bad__TEMPER girls are attention whores #WomenSuck	1	discredit	passive
1005	@caitlinmoran Learning? Yes, like how much they nag and how hysterical they get over the most minuscule of things. Females = unbalanced & crazy #schizo	1	stereotype	passive
1006	@Carflyy she's a woman. She can't help the fact that she sucks	1	dominance	active
1007	@CarolineCatt you shouldn't be leaving your kitchen unattended #WomenSuck	1	stereotype	active
1008	@Corter_back I know. It must be so hard waiving pom poms around at this hour #WomenSuck	1	discredit	passive
1009	@Corter_back no I said hope. I hope you women learn your place! #SitDownInTheKitchen	1	dominance	passive
1010	@devhowellll Taylor Swift is an untalented skank who can't sing, knows 3 guitar chords, and has an Adams apple #WomenSuck	1	discredit	active
1011	@eisemad15 maybe if you weren't such a tease your mom wouldn't tease you #WomenSuck	1	derailing	active
1012	@emcmaines things wouldn't need fixing if girls didn't fuck them up! #WomenSuck	1	discredit	passive
1013	@femfreq Anita is equating gamergate to cosby and weinstein so she can equate herself to actual rape victims so she can keep playing the card	1	derailing	active
1014	@femfreq But how can they be raped if no men are there to rape them?	1	derailing	passive
1015	@femfreq Fuck you and all of your videos you stupid video game criticizing bitch stop fucking talking about things you know nothing about fucker	1	dominance	active
1016	@femfreq Y'know, you'd probably get a job at Subway because all a cunt like you is good for is making sandwiches	1	stereotype	active
1017	@Hambone108 no no, not people. WOMEN. They're not people.	1	dominance	passive
1018	@Hambone108 why do women have holes? To fill, duhh!	1	sexual_harassment	passive
1019	@JWMofficial don't even get me started on spandex! #WomenSuck	1	discredit	passive
1020	@landsharrk cuz girls are stupid and pick assholes. Meanwhile they friend zone the good ones	1	discredit	passive
1021	@LaRoccaSpeaks sack up and talk to her pussy #WomenSuck	1	stereotype	active
1022	@lindaws @PennyRed @headhntr The main reason that @pennyred doesn’t want to talk about her experiences with rape and sexual assault is that she is saving the stories for a more lucrative writing gig.	1	derailing	active
1023	@localnotail @fairplaywomen @CCriadoPerez What about the women who rape men and boys? Oh, wait, that doesn't exist because rape laws are gynocentric...#FeministLogic	1	derailing	passive
1024	@McCaineNL @DawnHFoster @Mr_Considerate Think all the rape put a bit of a dampener of liberation tbf	1	derailing	passive
1025	@melstreett don't worry about it and go make me a sandwich woman. #WomenSuck	1	stereotype	active
1026	@PennyRed @TIME This is not rape culture for fucks sake. It’s literally just a scumbag taking advantage of their position. Nothing new under the sun.	1	derailing	passive
1027	@PennyRed A bit of consistency from the left regarding rape would be helpful. You lot only care when it’s white middle class types vs the patriarchy.	1	discredit	active
1028	@PennyRed And enough women make false rape accusations against men for us not to trust you.	1	derailing	passive
1029	@rbonhoff let's get weird! Summertime baby! #FuckBitches	1	discredit	passive
1030	@SAMeherebr0 you probably ruined all yours. Considering you're a woman	1	discredit	passive
1031	@Simon_Snodgrass @BBCNewsnight @Cruella1 Yeah, but who was the bitch that wouldn't let her answer?	1	discredit	active
1032	@Steffersxoxo I'm 16. Had plenty of women. They all suck b	1	dominance	passive
1033	@Steffersxoxo stupid women fuck up my life #WomenSuck	1	discredit	passive
1034	@Steffersxoxo weird as fuck cuz women suck. #YouSuck	1	discredit	passive
1035	@taylornikola @granola_barr @emcmaines hey C Milton sloot, from the evidence I see ur a trashy bitch. Congrats on being a fuck up #WomenSuck	1	discredit	active
1036	@taylornikola I would give you some lovin back but I'm just here to point out where women fuck up. But thanks <3 #WomenSuck	1	discredit	passive
